match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Mark O'Connor,Geelong Cats,Gold Coast Suns,5.5,6.5,NA,25977,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Sam Clohesy,Gold Coast Suns,Geelong Cats,5.5,7.5,NA,26010,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Leonardo Lombard,Gold Coast Suns,Geelong Cats,5.5,7.5,NA,26003,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Jack Bowes,Geelong Cats,Gold Coast Suns,5.5,8,NA,26014,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Lachlan Gulbin,Gold Coast Suns,Geelong Cats,5.5,9.5,NA,26002,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Jack Martin,Geelong Cats,Gold Coast Suns,5.5,10,NA,26015,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Oliver Dempsey,Geelong Cats,Gold Coast Suns,5.5,11,NA,25980,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Ben Long,Gold Coast Suns,Geelong Cats,5.5,12,NA,25994,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Ben Jepson,Gold Coast Suns,Geelong Cats,5.5,13,NA,26021,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Mitchell Edwards,Geelong Cats,Gold Coast Suns,5.5,13,NA,25988,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Zach Guthrie,Geelong Cats,Gold Coast Suns,5.5,15,NA,25986,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Shannon Neale,Geelong Cats,Gold Coast Suns,5.5,15,NA,25983,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Patrick Dangerfield,Geelong Cats,Gold Coast Suns,5.5,16,NA,25981,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Daniel Rioli,Gold Coast Suns,Geelong Cats,5.5,17,NA,25997,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Lawson Humphries,Geelong Cats,Gold Coast Suns,5.5,18,NA,25968,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Joel Jeffrey,Gold Coast Suns,Geelong Cats,5.5,21,NA,26000,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Tom Atkins,Geelong Cats,Gold Coast Suns,7.5,2.1,NA,25185,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Matt Rowell,Gold Coast Suns,Geelong Cats,7.5,2.3,NA,25199,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Bailey Smith,Geelong Cats,Gold Coast Suns,7.5,3.2,NA,25164,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Oisin Mullin,Geelong Cats,Gold Coast Suns,7.5,3.8,NA,25173,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Christian Petracca,Gold Coast Suns,Geelong Cats,7.5,8,NA,25190,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Max Holmes,Geelong Cats,Gold Coast Suns,7.5,9,NA,25172,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Noah Anderson,Gold Coast Suns,Geelong Cats,7.5,9.5,NA,25202,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Touk Miller,Gold Coast Suns,Geelong Cats,7.5,11,NA,25206,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Shaun Mannagh,Geelong Cats,Gold Coast Suns,7.5,14,NA,25184,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Bailey Humphrey,Gold Coast Suns,Geelong Cats,7.5,15,NA,25186,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Mark Blicavs,Geelong Cats,Gold Coast Suns,7.5,17,NA,25170,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Ned Moyle,Gold Coast Suns,Geelong Cats,7.5,19,NA,25200,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Mark O'Connor,Geelong Cats,Gold Coast Suns,7.5,26,NA,25171,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Tanner Bruhn,Geelong Cats,Gold Coast Suns,7.5,26,NA,25178,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Sam Clohesy,Gold Coast Suns,Geelong Cats,7.5,34,NA,25204,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Leonardo Lombard,Gold Coast Suns,Geelong Cats,7.5,34,NA,25197,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Jack Bowes,Geelong Cats,Gold Coast Suns,7.5,41,NA,25208,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Lachlan Gulbin,Gold Coast Suns,Geelong Cats,7.5,51,NA,25196,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Jack Martin,Geelong Cats,Gold Coast Suns,7.5,51,NA,25209,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Tom Atkins,Geelong Cats,Gold Coast Suns,9.5,3.8,NA,25921,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Matt Rowell,Gold Coast Suns,Geelong Cats,9.5,4.25,NA,25935,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Bailey Smith,Geelong Cats,Gold Coast Suns,9.5,7,NA,25900,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Oisin Mullin,Geelong Cats,Gold Coast Suns,9.5,9.5,NA,25909,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Christian Petracca,Gold Coast Suns,Geelong Cats,9.5,28,NA,25926,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Max Holmes,Geelong Cats,Gold Coast Suns,9.5,31,NA,25908,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Noah Anderson,Gold Coast Suns,Geelong Cats,9.5,34,NA,25938,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Touk Miller,Gold Coast Suns,Geelong Cats,9.5,41,NA,25942,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Shaun Mannagh,Geelong Cats,Gold Coast Suns,9.5,61,NA,25920,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Bailey Humphrey,Gold Coast Suns,Geelong Cats,9.5,67,NA,25922,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Mark Blicavs,Geelong Cats,Gold Coast Suns,9.5,81,NA,25906,NA,TAB
Geelong Cats v Gold Coast Suns,Geelong Cats,Gold Coast Suns,Player Tackles,Ned Moyle,Gold Coast Suns,Geelong Cats,9.5,81,NA,25936,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Paddy Cross,Melbourne Demons,Essendon Bombers,1.5,1.02,NA,5922,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Luker Kentfield,Melbourne Demons,Essendon Bombers,1.5,1.06,NA,5952,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Xavier Duursma,Essendon Bombers,Melbourne Demons,1.5,1.07,NA,5943,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Nick Bryan,Essendon Bombers,Melbourne Demons,1.5,1.09,NA,5937,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Dyson Sharp,Essendon Bombers,Melbourne Demons,1.5,1.09,NA,5956,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Harry Sharp,Melbourne Demons,Essendon Bombers,1.5,1.13,NA,5917,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Bayley Fritsch,Melbourne Demons,Essendon Bombers,1.5,1.13,NA,5903,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Nik Cox,Essendon Bombers,Melbourne Demons,1.5,1.15,NA,5938,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Bailey Laurie,Melbourne Demons,Essendon Bombers,1.5,1.18,NA,5915,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Elijah Tsatas,Essendon Bombers,Melbourne Demons,1.5,1.18,NA,5930,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Trent Rivers,Melbourne Demons,Essendon Bombers,1.5,1.2,NA,5902,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Kyle Langford,Essendon Bombers,Melbourne Demons,1.5,1.2,NA,5946,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Harrison Petty,Melbourne Demons,Essendon Bombers,1.5,1.2,NA,5908,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Archie Perkins,Essendon Bombers,Melbourne Demons,1.5,1.2,NA,5926,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Blake Howes,Melbourne Demons,Essendon Bombers,1.5,1.24,NA,5904,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Jake Bowey,Melbourne Demons,Essendon Bombers,1.5,1.24,NA,5911,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Koltyn Tholstrup,Melbourne Demons,Essendon Bombers,1.5,1.24,NA,5912,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Jaxon Prior,Essendon Bombers,Melbourne Demons,1.5,1.24,NA,5933,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Jacob Farrow,Essendon Bombers,Melbourne Demons,1.5,1.28,NA,5931,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Harrison Jones,Essendon Bombers,Melbourne Demons,1.5,1.28,NA,5947,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Max Gawn,Melbourne Demons,Essendon Bombers,1.5,1.28,NA,5913,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Hussien El Achkar,Essendon Bombers,Melbourne Demons,1.5,1.32,NA,5948,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Jack Steele,Melbourne Demons,Essendon Bombers,3.5,1.05,NA,5786,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Will Setterfield,Essendon Bombers,Melbourne Demons,3.5,1.09,NA,5810,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Zach Merrett,Essendon Bombers,Melbourne Demons,3.5,1.11,NA,5812,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Tom Sparrow,Melbourne Demons,Essendon Bombers,3.5,1.13,NA,5791,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Kysaiah Pickett,Melbourne Demons,Essendon Bombers,3.5,1.16,NA,5768,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Kade Chandler,Melbourne Demons,Essendon Bombers,3.5,1.23,NA,5787,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Sam Durham,Essendon Bombers,Melbourne Demons,3.5,1.32,NA,5818,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Sullivan Robey,Essendon Bombers,Melbourne Demons,3.5,1.45,NA,5808,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Archer Day-Wicks,Essendon Bombers,Melbourne Demons,3.5,1.68,NA,5792,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Paddy Cross,Melbourne Demons,Essendon Bombers,3.5,1.75,NA,5790,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Luker Kentfield,Melbourne Demons,Essendon Bombers,3.5,2,NA,5820,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Xavier Duursma,Essendon Bombers,Melbourne Demons,3.5,2.05,NA,5811,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Dyson Sharp,Essendon Bombers,Melbourne Demons,3.5,2.15,NA,5824,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Nick Bryan,Essendon Bombers,Melbourne Demons,3.5,2.15,NA,5805,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Harry Sharp,Melbourne Demons,Essendon Bombers,3.5,2.4,NA,5785,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Bayley Fritsch,Melbourne Demons,Essendon Bombers,3.5,2.4,NA,5771,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Nik Cox,Essendon Bombers,Melbourne Demons,3.5,2.5,NA,5806,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Bailey Laurie,Melbourne Demons,Essendon Bombers,3.5,2.7,NA,5783,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Elijah Tsatas,Essendon Bombers,Melbourne Demons,3.5,2.7,NA,5798,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Kyle Langford,Essendon Bombers,Melbourne Demons,3.5,2.9,NA,5814,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Trent Rivers,Melbourne Demons,Essendon Bombers,3.5,2.9,NA,5770,NA,TAB
Melbourne Demons v Essendon Bombers,Melbourne Demons,Essendon Bombers,Player Tackles,Archie Perkins,Essendon Bombers,Melbourne Demons,3.5,2.9,NA,5794,NA,TAB
