match,home_team,away_team,player_name,player_team,line,over_price,opposition_team,market_name,agency
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Tim English,Western Bulldogs,3.5,1.17,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Buku Khamis,Western Bulldogs,3.5,1.19,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Hayden Young,Fremantle Dockers,3.5,1.34,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Joshua Draper,Fremantle Dockers,3.5,1.45,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Brandon Walker,Fremantle Dockers,3.5,1.47,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Rory Lobb,Western Bulldogs,3.5,1.47,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jack Macrae,Western Bulldogs,3.5,1.5,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Andrew Brayshaw,Fremantle Dockers,3.5,1.53,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Banfield,Fremantle Dockers,3.5,1.53,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Marcus Bontempelli,Western Bulldogs,3.5,1.54,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jaeger O'Meara,Fremantle Dockers,3.5,1.57,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Minairo Frederick,NA,3.5,1.64,NA,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jye Amiss,Fremantle Dockers,3.5,1.69,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Laitham Vandermeer,Western Bulldogs,3.5,1.7,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Michael Walters,Fremantle Dockers,3.5,1.7,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Rhylee West,Western Bulldogs,3.5,1.81,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Dale,Western Bulldogs,5.5,1.39,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Liam Jones,Western Bulldogs,5.5,1.56,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Heath Chapman,Fremantle Dockers,5.5,1.61,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Williams,Western Bulldogs,5.5,1.64,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jeremy Sharp,Fremantle Dockers,5.5,1.69,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Josh Treacy,Fremantle Dockers,5.5,1.76,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Ed Richards,Western Bulldogs,5.5,1.85,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Tim English,Western Bulldogs,5.5,1.85,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jamarra Ugle-Hagan,Western Bulldogs,5.5,1.86,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,James Aish,Fremantle Dockers,5.5,1.86,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Joel Freijah,Western Bulldogs,5.5,1.88,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Buku Khamis,Western Bulldogs,5.5,1.92,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Hayden Young,Fremantle Dockers,5.5,2.43,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Brandon Walker,Fremantle Dockers,5.5,2.98,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Joshua Draper,Fremantle Dockers,5.5,2.98,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Rory Lobb,Western Bulldogs,5.5,3.05,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Andrew Brayshaw,Fremantle Dockers,5.5,3.2,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jack Macrae,Western Bulldogs,5.5,3.2,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Banfield,Fremantle Dockers,5.5,3.25,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Marcus Bontempelli,Western Bulldogs,5.5,3.25,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jaeger O'Meara,Fremantle Dockers,5.5,3.45,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Minairo Frederick,NA,5.5,3.75,NA,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Laitham Vandermeer,Western Bulldogs,5.5,3.95,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Michael Walters,Fremantle Dockers,5.5,3.95,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jye Amiss,Fremantle Dockers,5.5,4,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Rhylee West,Western Bulldogs,5.5,4.55,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Luke Ryan,Fremantle Dockers,7.5,1.32,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Dale,Western Bulldogs,7.5,2.26,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Liam Jones,Western Bulldogs,7.5,2.78,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Heath Chapman,Fremantle Dockers,7.5,2.94,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Williams,Western Bulldogs,7.5,3.05,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jeremy Sharp,Fremantle Dockers,7.5,3.2,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Josh Treacy,Fremantle Dockers,7.5,3.45,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Ed Richards,Western Bulldogs,7.5,3.7,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jamarra Ugle-Hagan,Western Bulldogs,7.5,3.75,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,James Aish,Fremantle Dockers,7.5,3.75,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Tim English,Western Bulldogs,7.5,3.75,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Joel Freijah,Western Bulldogs,7.5,3.8,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Buku Khamis,Western Bulldogs,7.5,4,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Luke Ryan,Fremantle Dockers,9.5,1.86,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Dale,Western Bulldogs,9.5,4.35,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Heath Chapman,Fremantle Dockers,9.5,6,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Liam Jones,Western Bulldogs,9.5,6,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Williams,Western Bulldogs,9.5,6.5,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jeremy Sharp,Fremantle Dockers,9.5,6.5,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Josh Treacy,Fremantle Dockers,9.5,7.75,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Ed Richards,Western Bulldogs,9.5,8.5,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,James Aish,Fremantle Dockers,9.5,8.75,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jamarra Ugle-Hagan,Western Bulldogs,9.5,9,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Tim English,Western Bulldogs,9.5,9,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Luke Ryan,Fremantle Dockers,NA,1.94,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Dale,Western Bulldogs,NA,4.25,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Heath Chapman,Fremantle Dockers,NA,5.75,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Liam Jones,Western Bulldogs,NA,6.25,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Bailey Williams,Western Bulldogs,NA,7.75,Fremantle Dockers,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Jeremy Sharp,Fremantle Dockers,NA,8.5,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Josh Treacy,Fremantle Dockers,NA,11,Western Bulldogs,Player Marks,TopSport
Western Bulldogs v Fremantle Dockers,Western Bulldogs,Fremantle Dockers,Ed Richards,Western Bulldogs,NA,15,Fremantle Dockers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jai Newcombe,Hawthorn Hawks,1.5,1.06,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Tim Taranto,Richmond Tigers,1.5,1.06,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Changkuoth Jiath,Hawthorn Hawks,1.5,1.07,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Mabior Chol,Hawthorn Hawks,1.5,1.07,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Ginnivan,Hawthorn Hawks,1.5,1.08,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Sam Frost,Hawthorn Hawks,1.5,1.08,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Seth Campbell,Richmond Tigers,1.5,1.1,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jacob Koschitzke,Richmond Tigers,1.5,1.11,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Calsher Dear,Hawthorn Hawks,1.5,1.12,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Thomson Dow,Richmond Tigers,1.5,1.2,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Karl Amon,Hawthorn Hawks,3.5,1.07,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Nick Vlastuin,Richmond Tigers,3.5,1.07,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Scrimshaw,Hawthorn Hawks,3.5,1.15,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Gunston,Hawthorn Hawks,3.5,1.18,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Tom Lynch,Richmond Tigers,3.5,1.19,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Josh Weddle,Hawthorn Hawks,3.5,1.39,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Liam Baker,Richmond Tigers,3.5,1.4,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Kamdyn McIntosh,Richmond Tigers,3.5,1.41,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Dylan Moore,Hawthorn Hawks,3.5,1.42,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Connor Macdonald,Hawthorn Hawks,3.5,1.43,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Dustin Martin,Richmond Tigers,3.5,1.47,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Shai Bolton,Richmond Tigers,3.5,1.47,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Daniel Rioli,Richmond Tigers,3.5,1.54,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Hugo Ralphsmith,Richmond Tigers,3.5,1.54,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jai Newcombe,Hawthorn Hawks,3.5,1.67,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Tim Taranto,Richmond Tigers,3.5,1.71,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Changkuoth Jiath,Hawthorn Hawks,3.5,1.73,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Ginnivan,Hawthorn Hawks,3.5,1.76,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Mabior Chol,Hawthorn Hawks,3.5,1.76,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Sam Frost,Hawthorn Hawks,3.5,1.76,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Seth Campbell,Richmond Tigers,3.5,1.88,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jacob Koschitzke,Richmond Tigers,3.5,1.93,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Calsher Dear,Hawthorn Hawks,3.5,1.99,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Thomson Dow,Richmond Tigers,3.5,2.48,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,James Sicily,Hawthorn Hawks,5.5,1.23,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Karl Amon,Hawthorn Hawks,5.5,1.5,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Nick Vlastuin,Richmond Tigers,5.5,1.5,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Scrimshaw,Hawthorn Hawks,5.5,1.79,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Gunston,Hawthorn Hawks,5.5,1.92,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Tom Lynch,Richmond Tigers,5.5,1.94,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Josh Weddle,Hawthorn Hawks,5.5,2.7,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Liam Baker,Richmond Tigers,5.5,2.7,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Kamdyn McIntosh,Richmond Tigers,5.5,2.78,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Dylan Moore,Hawthorn Hawks,5.5,2.82,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Connor Macdonald,Hawthorn Hawks,5.5,2.88,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Shai Bolton,Richmond Tigers,5.5,2.94,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Dustin Martin,Richmond Tigers,5.5,2.98,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Daniel Rioli,Richmond Tigers,5.5,3.2,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Hugo Ralphsmith,Richmond Tigers,5.5,3.25,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jai Newcombe,Hawthorn Hawks,5.5,3.7,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Tim Taranto,Richmond Tigers,5.5,3.9,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Changkuoth Jiath,Hawthorn Hawks,5.5,4.1,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Sam Frost,Hawthorn Hawks,5.5,4.2,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Mabior Chol,Hawthorn Hawks,5.5,4.3,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Ginnivan,Hawthorn Hawks,5.5,4.35,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Seth Campbell,Richmond Tigers,5.5,4.8,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jacob Koschitzke,Richmond Tigers,5.5,4.95,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Calsher Dear,Hawthorn Hawks,5.5,5,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,James Sicily,Hawthorn Hawks,7.5,1.79,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Nick Vlastuin,Richmond Tigers,7.5,2.62,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Karl Amon,Hawthorn Hawks,7.5,2.68,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Scrimshaw,Hawthorn Hawks,7.5,3.55,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Gunston,Hawthorn Hawks,7.5,4,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Tom Lynch,Richmond Tigers,7.5,4,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Dustin Martin,Richmond Tigers,7.5,6.25,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,James Sicily,Hawthorn Hawks,9.5,3.05,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Nick Vlastuin,Richmond Tigers,9.5,5.25,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Karl Amon,Hawthorn Hawks,9.5,5.5,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Scrimshaw,Hawthorn Hawks,9.5,8.25,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,James Sicily,Hawthorn Hawks,NA,1.95,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Nick Vlastuin,Richmond Tigers,NA,3.25,Hawthorn Hawks,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Karl Amon,Hawthorn Hawks,NA,3.55,Richmond Tigers,Player Marks,TopSport
Richmond Tigers v Hawthorn Hawks,Richmond Tigers,Hawthorn Hawks,Jack Scrimshaw,Hawthorn Hawks,NA,5.25,Richmond Tigers,Player Marks,TopSport
Adelaide Crows v Sydney Swans,Adelaide Crows,Sydney Swans,Josh Rachele,Adelaide Crows,1.5,1.08,Sydney Swans,Player Marks,TopSport
Adelaide Crows v Sydney Swans,Adelaide Crows,Sydney Swans,Rory Laird,Adelaide Crows,1.5,1.09,Sydney Swans,Player Marks,TopSport
Adelaide Crows v Sydney Swans,Adelaide Crows,Sydney Swans,Chayce Jones,Adelaide Crows,1.5,1.1,Sydney Swans,Player Marks,TopSport
