match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Bodhi Uwland,Gold Coast Suns,Adelaide Crows,14.5,1.55,NA,21322,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mark Keane,Adelaide Crows,Gold Coast Suns,14.5,1.62,NA,21290,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Clohesy,Gold Coast Suns,Adelaide Crows,14.5,1.7,NA,21310,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Isaac Cumming,Adelaide Crows,Gold Coast Suns,14.5,1.72,NA,21303,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Max Michalanney,Adelaide Crows,Gold Coast Suns,14.5,2.1,NA,21305,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Ainsworth,Gold Coast Suns,Adelaide Crows,14.5,2.25,NA,21306,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Riley Thilthorpe,Adelaide Crows,Gold Coast Suns,14.5,2.3,NA,21299,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Connor Budarick,Gold Coast Suns,Adelaide Crows,14.5,2.3,NA,21309,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Reilly OBrien,NA,NA,14.5,2.7,NA,21293,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mac Andrew,Gold Coast Suns,Adelaide Crows,14.5,2.8,NA,21308,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Leonardo Lombard,Gold Coast Suns,Adelaide Crows,14.5,2.9,NA,38268,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Nick Murray,Adelaide Crows,Gold Coast Suns,14.5,3.25,NA,38211,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Taylor Walker,Adelaide Crows,Gold Coast Suns,14.5,3.3,NA,21300,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Long,Gold Coast Suns,Adelaide Crows,14.5,3.3,NA,21316,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Zac Taylor,Adelaide Crows,Gold Coast Suns,14.5,3.3,NA,21298,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Darcy Fogarty,Adelaide Crows,Gold Coast Suns,14.5,4,NA,21288,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Luke Pedlar,Adelaide Crows,Gold Coast Suns,14.5,4,NA,38223,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben King,Gold Coast Suns,Adelaide Crows,14.5,4.5,NA,21315,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jed Walter,Gold Coast Suns,Adelaide Crows,14.5,5.5,NA,21323,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Oscar Adams,NA,NA,14.5,5.5,NA,21327,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ethan Read,Gold Coast Suns,Adelaide Crows,14.5,5.5,NA,21320,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jordan Dawson,Adelaide Crows,Gold Coast Suns,19.5,1.08,NA,21099,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Matt Rowell,Gold Coast Suns,Adelaide Crows,19.5,1.11,NA,21133,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Rory Laird,Adelaide Crows,Gold Coast Suns,19.5,1.17,NA,21104,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,John Noble,Gold Coast Suns,Adelaide Crows,19.5,1.19,NA,21138,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Flanders,Gold Coast Suns,Adelaide Crows,19.5,1.26,NA,21124,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jake Soligo,Adelaide Crows,Gold Coast Suns,19.5,1.55,NA,21109,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Daniel Rioli,Gold Coast Suns,Adelaide Crows,19.5,1.62,NA,21137,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Josh Worrell,Adelaide Crows,Gold Coast Suns,19.5,1.75,NA,21113,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,James Peatling,Adelaide Crows,Gold Coast Suns,19.5,1.8,NA,21116,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Izak Rankine,Adelaide Crows,Gold Coast Suns,19.5,1.8,NA,21107,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Brayden Fiorini,Gold Coast Suns,Adelaide Crows,19.5,1.8,NA,21123,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Joel Jeffrey,Gold Coast Suns,Adelaide Crows,19.5,2.1,NA,21126,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Jepson,Gold Coast Suns,Adelaide Crows,19.5,2.2,NA,38271,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Wayne Milera,Adelaide Crows,Gold Coast Suns,19.5,2.3,NA,21141,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Keays,Adelaide Crows,Gold Coast Suns,19.5,2.3,NA,21103,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mitchell Hinge,Adelaide Crows,Gold Coast Suns,19.5,2.4,NA,21101,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Berry,Adelaide Crows,Gold Coast Suns,19.5,2.4,NA,21096,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Daniel Curtin,Adelaide Crows,Gold Coast Suns,19.5,2.6,NA,21098,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Bailey Humphrey,Gold Coast Suns,Adelaide Crows,19.5,2.6,NA,21125,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Wil Powell,Gold Coast Suns,Adelaide Crows,19.5,3,NA,21131,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Alex Neal-Bullen,Adelaide Crows,Gold Coast Suns,19.5,3.3,NA,21114,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jarrod Witts,Gold Coast Suns,Adelaide Crows,19.5,3.6,NA,21142,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Bodhi Uwland,Gold Coast Suns,Adelaide Crows,19.5,3.8,NA,21134,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mark Keane,Adelaide Crows,Gold Coast Suns,19.5,4.2,NA,21102,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Clohesy,Gold Coast Suns,Adelaide Crows,19.5,4.5,NA,21122,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Isaac Cumming,Adelaide Crows,Gold Coast Suns,19.5,4.75,NA,21115,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Max Michalanney,Adelaide Crows,Gold Coast Suns,19.5,7,NA,21117,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Ainsworth,Gold Coast Suns,Adelaide Crows,19.5,8,NA,21118,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Riley Thilthorpe,Adelaide Crows,Gold Coast Suns,19.5,8,NA,21111,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Connor Budarick,Gold Coast Suns,Adelaide Crows,19.5,8,NA,21121,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jed Walter,Gold Coast Suns,Adelaide Crows,19.5,9,NA,21135,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Long,Gold Coast Suns,Adelaide Crows,19.5,9,NA,21128,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Nick Murray,Adelaide Crows,Gold Coast Suns,19.5,9,NA,38213,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben King,Gold Coast Suns,Adelaide Crows,19.5,9,NA,21127,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Luke Pedlar,Adelaide Crows,Gold Coast Suns,19.5,9,NA,38241,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Leonardo Lombard,Gold Coast Suns,Adelaide Crows,19.5,9,NA,38285,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Zac Taylor,Adelaide Crows,Gold Coast Suns,19.5,9,NA,21110,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ethan Read,Gold Coast Suns,Adelaide Crows,19.5,9,NA,21132,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Darcy Fogarty,Adelaide Crows,Gold Coast Suns,19.5,9,NA,21100,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mac Andrew,Gold Coast Suns,Adelaide Crows,19.5,9,NA,21120,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Oscar Adams,NA,NA,19.5,9,NA,21139,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Taylor Walker,Adelaide Crows,Gold Coast Suns,19.5,9,NA,21112,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Reilly OBrien,NA,NA,19.5,9,NA,21105,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Noah Anderson,Gold Coast Suns,Adelaide Crows,24.5,1.17,NA,21166,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jordan Dawson,Adelaide Crows,Gold Coast Suns,24.5,1.5,NA,21146,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Matt Rowell,Gold Coast Suns,Adelaide Crows,24.5,1.62,NA,21180,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Rory Laird,Adelaide Crows,Gold Coast Suns,24.5,1.8,NA,21151,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,John Noble,Gold Coast Suns,Adelaide Crows,24.5,1.87,NA,21185,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Flanders,Gold Coast Suns,Adelaide Crows,24.5,2.1,NA,21171,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jake Soligo,Adelaide Crows,Gold Coast Suns,24.5,3.1,NA,21156,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Daniel Rioli,Gold Coast Suns,Adelaide Crows,24.5,3.4,NA,21184,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Josh Worrell,Adelaide Crows,Gold Coast Suns,24.5,4,NA,21160,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Izak Rankine,Adelaide Crows,Gold Coast Suns,24.5,4.2,NA,21154,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Brayden Fiorini,Gold Coast Suns,Adelaide Crows,24.5,4.25,NA,21170,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,James Peatling,Adelaide Crows,Gold Coast Suns,24.5,4.25,NA,21163,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Joel Jeffrey,Gold Coast Suns,Adelaide Crows,24.5,5.5,NA,21173,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Jepson,Gold Coast Suns,Adelaide Crows,24.5,6,NA,38274,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Keays,Adelaide Crows,Gold Coast Suns,24.5,6.5,NA,21150,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Wayne Milera,Adelaide Crows,Gold Coast Suns,24.5,6.5,NA,21188,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mitchell Hinge,Adelaide Crows,Gold Coast Suns,24.5,7,NA,21148,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Berry,Adelaide Crows,Gold Coast Suns,24.5,7,NA,21143,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Daniel Curtin,Adelaide Crows,Gold Coast Suns,24.5,8,NA,21145,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Bailey Humphrey,Gold Coast Suns,Adelaide Crows,24.5,8,NA,21172,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Wil Powell,Gold Coast Suns,Adelaide Crows,24.5,10,NA,21178,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Alex Neal-Bullen,Adelaide Crows,Gold Coast Suns,24.5,12,NA,21161,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jarrod Witts,Gold Coast Suns,Adelaide Crows,24.5,14,NA,21189,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Bodhi Uwland,Gold Coast Suns,Adelaide Crows,24.5,15,NA,21181,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mark Keane,Adelaide Crows,Gold Coast Suns,24.5,17,NA,21149,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Isaac Cumming,Adelaide Crows,Gold Coast Suns,24.5,21,NA,21162,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Clohesy,Gold Coast Suns,Adelaide Crows,24.5,21,NA,21169,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Oscar Adams,NA,NA,24.5,26,NA,21186,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Taylor Walker,Adelaide Crows,Gold Coast Suns,24.5,26,NA,21159,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Nick Murray,Adelaide Crows,Gold Coast Suns,24.5,26,NA,38215,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Luke Pedlar,Adelaide Crows,Gold Coast Suns,24.5,26,NA,38244,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Max Michalanney,Adelaide Crows,Gold Coast Suns,24.5,26,NA,21164,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Leonardo Lombard,Gold Coast Suns,Adelaide Crows,24.5,26,NA,38288,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Darcy Fogarty,Adelaide Crows,Gold Coast Suns,24.5,26,NA,21147,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Ainsworth,Gold Coast Suns,Adelaide Crows,24.5,26,NA,21165,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Connor Budarick,Gold Coast Suns,Adelaide Crows,24.5,26,NA,21168,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Zac Taylor,Adelaide Crows,Gold Coast Suns,24.5,26,NA,21157,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Riley Thilthorpe,Adelaide Crows,Gold Coast Suns,24.5,26,NA,21158,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jed Walter,Gold Coast Suns,Adelaide Crows,24.5,26,NA,21182,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Mac Andrew,Gold Coast Suns,Adelaide Crows,24.5,26,NA,21167,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben Long,Gold Coast Suns,Adelaide Crows,24.5,26,NA,21175,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ethan Read,Gold Coast Suns,Adelaide Crows,24.5,26,NA,21179,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Ben King,Gold Coast Suns,Adelaide Crows,24.5,26,NA,21174,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Reilly OBrien,NA,NA,24.5,26,NA,21152,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Noah Anderson,Gold Coast Suns,Adelaide Crows,29.5,1.72,NA,21683,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jordan Dawson,Adelaide Crows,Gold Coast Suns,29.5,2.75,NA,21663,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Matt Rowell,Gold Coast Suns,Adelaide Crows,29.5,3.1,NA,21697,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Rory Laird,Adelaide Crows,Gold Coast Suns,29.5,3.8,NA,21668,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,John Noble,Gold Coast Suns,Adelaide Crows,29.5,4,NA,21702,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Sam Flanders,Gold Coast Suns,Adelaide Crows,29.5,5,NA,21688,NA,TAB
Adelaide Crows v Gold Coast Suns,Adelaide Crows,Gold Coast Suns,Player Disposals,Jake Soligo,Adelaide Crows,Gold Coast Suns,29.5,9.5,NA,21673,NA,TAB
